Nome Cliente,E-mail Cliente,Telefone,Cidade,Estado,Núm Pedido,Produto(s) do Pedido,Ref.,Qtd,Total sem frete,Frete,Total com frete,Opção de Pagamento,Cartão,Status,Feito em,Obs curta,Entregue Em,Objeto SEDEX,Desconto cupom,Cód. Barras,Celular
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Filtro polarizadorplic'plic -25CPK","AC00004",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"TV 42'' LCD Full HD","TD00002",2,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"10 Decisoes inteligentes","AJ00001",3,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"100 Coisas para fazer antes de morrer","AJ00002",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"48 Leis do Poder, As","AJ00003",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Acqua di Gio Pour Homme by Giorgio Armani","PRF003",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Acqua di Gioia By Giorgio Armani","PRF009",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Almanaque da Jovem Guarda","AT00003",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Balança Digital para Banheiro ED309","BL00006",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Balança Digital Virgo","BL00005",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Balança Lupa - Cinza - Plenna","BL00004",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Barbeador Elétrico HQ 6920/16 Bivolt","BB00001",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Barbeador Elétrico HQ 6990 Bivolt","BB00002",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Barbeador Recarregável Wet/Dry c/ Três Lâminas","BB00004",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115059,"Barbie Collector 2011 Holiday Doll","BR0001",1,"35747.12","14.00","35761.12","Contra-entrega","-","Novo",09/10/2014 08:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115060,"Creme Dental Crest Sensitivity Extra Whitening 116g","HB00004",1,"25660.48","13.70","25674.18","Depósito bancário","-","Novo",10/10/2014 22:21:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115060,"TV 47'' LCD Full HD","TD00003",1,"25660.48","13.70","25674.18","Depósito bancário","-","Novo",10/10/2014 22:21:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115061,"Tablet Samsung Galaxy S G70 c/ 8GB, Câmera 3.2 MP, Wi-Fi, GPS, Bluetooth, Leitor de Cartão, Tela 5.0","TB0001",1,"1278.40","13.70","1292.10","Contra-entrega","-","Novo",16/10/2014 02:06:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115062,"Computador Top de linha tabajara para teste deproduto na capa XPSTM 730 H2C","CP00002",1,"2232.00","14.00","2246.00","Contra-entrega","-","Novo",16/10/2014 13:13:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115063,"Câmera Digital 7.2MP DSC-S730","DC00001",1,"1596.80","14.00","1610.80","Contra-entrega","-","Novo",16/10/2014 13:14:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115064,"GPSMAP 276C","GP00004",1,"24460.36","13.70","24474.06","Depósito bancário","-","Novo",16/10/2014 19:30:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115064,"Umidificador Ultra-Sônico c/ Ionizador 3,5L - G-Tech","UM00003",1,"24460.36","13.70","24474.06","Depósito bancário","-","Novo",16/10/2014 19:30:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115064,"Monitor LCD 19'' 940MG - Tela Wide / TV","MT00003",1,"24460.36","13.70","24474.06","Depósito bancário","-","Novo",16/10/2014 19:30:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115064,"Pilhas Recarregáveis AAA Ni-MH 900mAh c/ 4 unidades","PR00003",1,"24460.36","13.70","24474.06","Depósito bancário","-","Novo",16/10/2014 19:30:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115064,"Câmera Digital 7.2 MP DSC-W125","DC00002",1,"24460.36","13.70","24474.06","Depósito bancário","-","Novo",16/10/2014 19:30:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115064,"Computador Top de linha tabajara para teste deproduto na capa XPSTM 730 H2C","CP00002",1,"24460.36","13.70","24474.06","Depósito bancário","-","Novo",16/10/2014 19:30:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115065,"TV 29'' Tela Plana Slim Fit Closed Caption","TP00002",1,"2716.80","13.70","2730.50","Depósito bancário","-","Novo",16/10/2014 19:41:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115066,"Câmera Digital 6.0MP i6","DC00004",1,"2556.80","13.70","2570.50","Depósito bancário","-","Novo",16/10/2014 19:44:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115067,"Umidificador Ultra Sônico AMB - WaterClear Premium","UM00001",1,"924.80","14.00","938.80","Depósito bancário","-","Novo",16/10/2014 19:45:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115068,"Tablet Samsung Galaxy S G70 c/ 16GB, Câmera 3.2 MP, Wi-Fi, GPS, Bluetooth, Leitor de Cartão","TB0002",1,"1374.40","13.70","1388.10","Depósito bancário","-","Novo",16/10/2014 19:46:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115069,"iPhone 3G","CL00007",1,"3520.00","13.70","3533.70","Contra-entrega","-","Novo",16/10/2014 19:52:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115070,"Notebook Vaio SR150B","NB00004",1,"1598.40","14.00","1612.40","Contra-entrega","-","Novo",16/10/2014 23:08:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115071,"Investimentos Inteligentes","AD00001",1,"72.32","14.00","86.32","Depósito bancário","-","Novo",21/10/2014 14:29:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115072,"Barbeador Elétrico HQ 6920/16 Bivolt","BB00001",1,"636.80","14.00","650.80","Contra-entrega","-","Novo",22/10/2014 14:08:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115073,"HTC TyTNII Windows","CL00006",1,"7036.80","14.00","7050.80","Contra-entrega","-","Novo",22/10/2014 14:29:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115074,"Televisor 29'' Ultra Slim Line com Crystal Clear","TP00001",1,"2556.80","14.00","2570.80","Cartão de crédito","Mastercard","Novo",22/10/2014 14:52:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115075,"TV 42'' LCD Full HD","TD00002",1,"14396.80","13.70","14410.50","Contra-entrega","-","Novo",22/10/2014 14:54:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115076,"TV 42'' LCD Full HD","TD00002",1,"14396.80","14.00","14410.80","Cartão de crédito","Mastercard","Novo",22/10/2014 14:55:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115077,"Micro Memory Stick M2 1GB","CR00002",1,"655.68","14.00","669.68","Contra-entrega","-","Novo",22/10/2014 19:10:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115077,"Balança Lupa - Cinza - Plenna","BL00004",1,"655.68","14.00","669.68","Contra-entrega","-","Novo",22/10/2014 19:10:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115078,"Nokia 598770 Xpressmusic","CL00008",1,"5724.80","14.00","5738.80","Contra-entrega","-","Novo",22/10/2014 19:11:00,,,,0,,"31911112222"
